college_name,branch,category,round1_cutoff,round3_cutoff,city,college_type,intake
"E001 Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",Artificial Intelligence and Data Science,GM,45486.0,55203.0,Bangalore,Government,
"E001 Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",Civil Engineering,GM,3473.0,5020.0,Bangalore,Government,
"E001 Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",Computer Science and Engineering (AI & ML),GM,13703.0,22495.0,Bangalore,Government,
"E001 Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",Electronics and Communication Engineering,GM,4625.5,7713.0,Bangalore,Government,
"E001 Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",Mechatronics Engineering,GM,5418.0,9544.0,Bangalore,Government,
"E002 Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",Biotechnology,GM,,261534.0,Bangalore,Government,
"E002 Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",Civil Engineering,GM,14802.5,26717.0,Bangalore,Government,
"E002 Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",Computer Science and Engineering,GM,23532.0,37502.0,Bangalore,Government,
"E002 Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",Electronics and Communication Engineering,GM,92321.0,247848.0,Bangalore,Government,
"E003 B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",Civil Engineering,GM,5247.0,10575.7,Bangalore,Autonomous,
"E003 B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",Electronics and Communication Engineering,GM,24781.0,32144.0,Bangalore,Autonomous,
"E003 B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",Mechatronics Engineering,GM,1417.0,3114.0,Bangalore,Autonomous,
"E004 Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",Civil Engineering,GM,8212.0,12452.0,Bangalore,Autonomous,
"E004 Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",Computer Science and Engineering (AI & ML),GM,27992.5,42369.0,Bangalore,Autonomous,
"E004 Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",Electronics and Communication Engineering,GM,37291.0,64272.0,Bangalore,Autonomous,
"E004 Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",Information Science and Engineering,GM,30617.0,46109.0,Bangalore,Autonomous,
"E004 Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",Mechatronics Engineering,GM,16042.0,21989.0,Bangalore,Autonomous,
"E005 R. V. College of Engineering, Bangalore(AUTONOMOUS) R.V. VIDYANIKETAN POST, MYSORE ROAD,BANGALORE",Aerospace Engineering,GM,1932.0,2069.0,Bangalore,Autonomous,
"E005 R. V. College of Engineering, Bangalore(AUTONOMOUS) R.V. VIDYANIKETAN POST, MYSORE ROAD,BANGALORE",Artificial Intelligence and Machine Learning,GM,234.0,499.0,Bangalore,Autonomous,
"E005 R. V. College of Engineering, Bangalore(AUTONOMOUS) R.V. VIDYANIKETAN POST, MYSORE ROAD,BANGALORE",Biotechnology,GM,3963.0,11049.0,Bangalore,Autonomous,
"E005 R. V. College of Engineering, Bangalore(AUTONOMOUS) R.V. VIDYANIKETAN POST, MYSORE ROAD,BANGALORE",Chemical Engineering,GM,5906.0,,Bangalore,Autonomous,
"E005 R. V. College of Engineering, Bangalore(AUTONOMOUS) R.V. VIDYANIKETAN POST, MYSORE ROAD,BANGALORE",Civil Engineering,GM,429.0,742.0,Bangalore,Autonomous,
"E005 R. V. College of Engineering, Bangalore(AUTONOMOUS) R.V. VIDYANIKETAN POST, MYSORE ROAD,BANGALORE",Computer Science and Engineering,GM,508.0,990.0,Bangalore,Autonomous,
"E005 R. V. College of Engineering, Bangalore(AUTONOMOUS) R.V. VIDYANIKETAN POST, MYSORE ROAD,BANGALORE",Computer Science and Engineering (Data Science),GM,367.0,944.0,Bangalore,Autonomous,
"E005 R. V. College of Engineering, Bangalore(AUTONOMOUS) R.V. VIDYANIKETAN POST, MYSORE ROAD,BANGALORE",Electronics and Communication Engineering,GM,987.0,1422.0,Bangalore,Autonomous,
"E005 R. V. College of Engineering, Bangalore(AUTONOMOUS) R.V. VIDYANIKETAN POST, MYSORE ROAD,BANGALORE",Mechatronics Engineering,GM,573.0,1100.0,Bangalore,Autonomous,
"E006 M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",Aerospace Engineering,GM,5172.0,6536.0,Bangalore,Autonomous,
"E006 M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",Artificial Intelligence and Data Science,GM,1910.5,3429.0,Bangalore,Autonomous,
"E006 M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",Artificial Intelligence and Machine Learning,GM,1100.0,2076.0,Bangalore,Autonomous,
"E006 M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",Biotechnology,GM,,21060.0,Bangalore,Autonomous,
"E006 M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",Chemical Engineering,GM,13325.0,,Bangalore,Autonomous,
"E006 M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",Civil Engineering,GM,1694.0,2791.0,Bangalore,Autonomous,
"E006 M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",Computer Science and Engineering,GM,1915.0,4208.0,Bangalore,Autonomous,
"E006 M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",Computer Science and Engineering (AI & ML),GM,8718.0,20751.0,Bangalore,Autonomous,
"E006 M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",Computer Science and Engineering (Data Science),GM,4787.0,10791.0,Bangalore,Autonomous,
"E006 M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",Electronics and Communication Engineering,GM,5254.0,15248.0,Bangalore,Autonomous,
"E006 M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",Information Science and Engineering,GM,3720.0,7708.0,Bangalore,Autonomous,
"E006 M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",Mechatronics Engineering,GM,2567.0,4080.0,Bangalore,Autonomous,
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",Aeronautical Engineering,GM,8972.0,12812.0,Bangalore,Autonomous,
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",Artificial Intelligence and Machine Learning,GM,35193.0,81406.0,Bangalore,Autonomous,
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",Biotechnology,GM,14639.0,48638.0,Bangalore,Autonomous,
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",Chemical Engineering,GM,19683.0,,Bangalore,Autonomous,
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",Civil Engineering,GM,4768.0,7846.0,Bangalore,Autonomous,
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",Computer Science and Engineering,GM,5170.5,9323.0,Bangalore,Autonomous,
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",Computer Science and Engineering (AI & ML),GM,25525.0,49720.0,Bangalore,Autonomous,
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",Computer Science and Engineering (Data Science),GM,4718.0,7565.0,Bangalore,Autonomous,
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",Electronics and Communication Engineering,GM,5707.0,9151.0,Bangalore,Autonomous,
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",Mechatronics Engineering,GM,6361.0,10755.0,Bangalore,Autonomous,
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",Artificial Intelligence and Machine Learning,GM,63170.0,117401.0,Bangalore,Autonomous,
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",Civil Engineering,GM,7481.5,12460.0,Bangalore,Autonomous,
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",Computer Science and Engineering,GM,6051.0,10993.7,Bangalore,Autonomous,
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",Computer Science and Engineering (AI & ML),GM,35862.0,67835.0,Bangalore,Autonomous,
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",Computer Science and Engineering (Data Science),GM,14851.0,30331.0,Bangalore,Autonomous,
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",Electronics and Communication Engineering,GM,7581.0,12266.0,Bangalore,Autonomous,
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",Information Science and Engineering,GM,14429.0,24762.0,Bangalore,Autonomous,
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",Mechatronics Engineering,GM,10833.0,19177.0,Bangalore,Autonomous,
"E009 PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",Biotechnology,GM,1494.0,2694.0,Pin Code,Government,
"E009 PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",Computer Science and Engineering,GM,3645.0,8400.0,Pin Code,Government,
"E009 PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",Computer Science and Engineering (Data Science),GM,934.0,1654.0,Pin Code,Government,
"E009 PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",Electrical and Electronics Engineering,GM,2380.0,3765.0,Pin Code,Government,
"E009 PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",Electronics and Communication Engineering,GM,5948.0,15958.0,Pin Code,Government,
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",Aerospace Engineering,GM,30281.0,47493.0,Bangalore,Autonomous,
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",Artificial Intelligence and Machine Learning,GM,31412.0,121227.0,Bangalore,Autonomous,
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",Civil Engineering,GM,19218.0,26347.0,Bangalore,Autonomous,
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",Computer Science and Engineering,GM,20402.0,32245.0,Bangalore,Autonomous,
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",Computer Science and Engineering (AI & ML),GM,56031.0,252352.0,Bangalore,Autonomous,
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",Computer Science and Engineering (Data Science),GM,36897.0,91724.0,Bangalore,Autonomous,
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",Electronics and Communication Engineering,GM,27812.0,245362.0,Bangalore,Autonomous,
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",Information Technology,GM,24957.0,35166.0,Bangalore,Autonomous,
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",Mechatronics Engineering,GM,34549.0,67382.0,Bangalore,Autonomous,
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",Artificial Intelligence and Machine Learning,GM,20901.0,49226.0,Bangalore,Private,
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",Biotechnology,GM,,147725.0,Bangalore,Private,
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",Civil Engineering,GM,15676.0,23008.0,Bangalore,Private,
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",Computer Engineering,GM,16841.5,28117.0,Bangalore,Private,
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",Computer Science and Engineering,GM,13525.0,21659.0,Bangalore,Private,
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",Computer Science and Engineering (AI & ML),GM,50278.0,139941.0,Bangalore,Private,
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",Computer Science and Engineering (Data Science),GM,32151.0,64513.0,Bangalore,Private,
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",Electronics and Communication Engineering,GM,16184.0,24178.0,Bangalore,Private,
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",Mechatronics Engineering,GM,20737.5,34389.0,Bangalore,Private,
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",Artificial Intelligence and Machine Learning,GM,114338.0,,Ramanagara,Private,
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",Civil Engineering,GM,67325.0,252803.0,Ramanagara,Private,
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",Computer Science and Engineering,GM,73478.0,240508.0,Ramanagara,Private,
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",Computer Science and Engineering (Data Science),GM,105504.0,239497.0,Ramanagara,Private,
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",Electronics and Communication Engineering,GM,84398.0,199870.0,Ramanagara,Private,
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",Mechatronics Engineering,GM,84076.0,241512.0,Ramanagara,Private,
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",Aerospace Engineering,GM,28354.0,97704.0,Chickballapur District,Autonomous,
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",Artificial Intelligence and Data Science,GM,110011.0,237659.0,Chickballapur District,Autonomous,
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",Artificial Intelligence and Machine Learning,GM,38986.0,50611.0,Chickballapur District,Autonomous,
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",Civil Engineering,GM,40378.0,56185.0,Chickballapur District,Autonomous,
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",Computer Science and Engineering,GM,36411.0,46679.0,Chickballapur District,Autonomous,
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",Computer Science and Engineering (AI & ML),GM,83874.0,220712.0,Chickballapur District,Autonomous,
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",Electronics and Communication Engineering,GM,52331.0,78761.0,Chickballapur District,Autonomous,
"E015 Dr.T.Thimmaiah Institute of Technology, KGF 00RGAUM POST,KOLAR GOLD FIELDS - 563 120",Artificial Intelligence and Machine Learning,GM,79830.0,261973.0,Kolar,Private,
"E015 Dr.T.Thimmaiah Institute of Technology, KGF 00RGAUM POST,KOLAR GOLD FIELDS - 563 120",Civil Engineering,GM,124401.0,257525.0,Kolar,Private,
"E015 Dr.T.Thimmaiah Institute of Technology, KGF 00RGAUM POST,KOLAR GOLD FIELDS - 563 120",Computer Engineering,GM,65120.0,129278.0,Kolar,Private,
"E015 Dr.T.Thimmaiah Institute of Technology, KGF 00RGAUM POST,KOLAR GOLD FIELDS - 563 120",Computer Science and Engineering (AI & ML),GM,98882.0,262116.0,Kolar,Private,
"E015 Dr.T.Thimmaiah Institute of Technology, KGF 00RGAUM POST,KOLAR GOLD FIELDS - 563 120",Electronics and Communication Engineering,GM,129322.0,261151.0,Kolar,Private,
"E015 Dr.T.Thimmaiah Institute of Technology, KGF 00RGAUM POST,KOLAR GOLD FIELDS - 563 120",Mechatronics Engineering,GM,96777.0,260727.0,Kolar,Private,
"E016 Siddaganga Institute of Technology,Tumkur",Artificial Intelligence and Machine Learning,GM,7683.0,9809.0,Tumakuru,Private,
"E016 Siddaganga Institute of Technology,Tumkur",Biotechnology,GM,27392.0,66909.0,Tumakuru,Private,
"E016 Siddaganga Institute of Technology,Tumkur",Chemical Engineering,GM,37235.0,,Tumakuru,Private,
"E016 Siddaganga Institute of Technology,Tumkur",Civil Engineering,GM,8638.0,9562.0,Tumakuru,Private,
"E016 Siddaganga Institute of Technology,Tumkur",Computer Science and Engineering (AI & ML),GM,15713.0,24741.0,Tumakuru,Private,
"E016 Siddaganga Institute of Technology,Tumkur",Electronics and Communication Engineering,GM,22282.0,35003.0,Tumakuru,Private,
"E016 Siddaganga Institute of Technology,Tumkur",Information Science and Engineering,GM,17489.0,28796.5,Tumakuru,Private,
"E016 Siddaganga Institute of Technology,Tumkur",Mechatronics Engineering,GM,10794.0,14310.0,Tumakuru,Private,
"E017 Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",Artificial Intelligence and Machine Learning,GM,46553.0,219840.0,Tumakuru,Private,
"E017 Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",Civil Engineering,GM,27919.0,50020.0,Tumakuru,Private,
"E017 Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",Computer Science and Engineering,GM,44963.0,56944.0,Tumakuru,Private,
"E017 Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",Computer Science and Engineering (AI & ML),GM,104318.0,258919.0,Tumakuru,Private,
"E017 Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",Computer Science and Engineering (Data Science),GM,35557.0,50216.0,Tumakuru,Private,
"E017 Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",Electronics and Communication Engineering,GM,41276.0,66103.0,Tumakuru,Private,
"E017 Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",Mechatronics Engineering,GM,47680.0,80078.0,Tumakuru,Private,
"E018 Kalpatharu Institute of Technology, Tiptur B.H.ROAD,HASSAN CIRCLE,TIPTUR-572202",Artificial Intelligence and Machine Learning,GM,156183.0,209390.0,Tiptur,Private,
"E018 Kalpatharu Institute of Technology, Tiptur B.H.ROAD,HASSAN CIRCLE,TIPTUR-572202",Civil Engineering,GM,69525.0,95996.0,Tiptur,Private,
"E018 Kalpatharu Institute of Technology, Tiptur B.H.ROAD,HASSAN CIRCLE,TIPTUR-572202",Computer Science and Engineering,GM,94389.0,253692.0,Tiptur,Private,
"E018 Kalpatharu Institute of Technology, Tiptur B.H.ROAD,HASSAN CIRCLE,TIPTUR-572202",Computer Science and Engineering (AI & ML),GM,159123.0,196215.0,Tiptur,Private,
"E018 Kalpatharu Institute of Technology, Tiptur B.H.ROAD,HASSAN CIRCLE,TIPTUR-572202",Electronics and Communication Engineering,GM,85519.0,185093.0,Tiptur,Private,
"E021 Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University), Mysore JSS TECHNICAL INSTITUTIONS CAMPUS,MANASAGANGOTHRI PO,MYSORE",Aeronautical Engineering,GM,32148.0,38107.0,Mysore,Government,
"E021 Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University), Mysore JSS TECHNICAL INSTITUTIONS CAMPUS,MANASAGANGOTHRI PO,MYSORE",Civil Engineering,GM,2704.0,3156.0,Mysore,Government,
"E021 Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University), Mysore JSS TECHNICAL INSTITUTIONS CAMPUS,MANASAGANGOTHRI PO,MYSORE",Computer Science and Engineering (AI & ML),GM,13431.0,17844.5,Mysore,Government,
"E021 Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University), Mysore JSS TECHNICAL INSTITUTIONS CAMPUS,MANASAGANGOTHRI PO,MYSORE",Computer Science and Engineering (Data Science),GM,82030.0,,Mysore,Government,
"E021 Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University), Mysore JSS TECHNICAL INSTITUTIONS CAMPUS,MANASAGANGOTHRI PO,MYSORE",Electronics and Communication Engineering,GM,59392.0,93107.0,Mysore,Government,
"E021 Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University), Mysore JSS TECHNICAL INSTITUTIONS CAMPUS,MANASAGANGOTHRI PO,MYSORE",Information Science and Engineering,GM,3835.0,6303.0,Mysore,Government,
"E021 Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University), Mysore JSS TECHNICAL INSTITUTIONS CAMPUS,MANASAGANGOTHRI PO,MYSORE",Mechatronics Engineering,GM,18372.0,25883.0,Mysore,Government,
"E022 The National Institute of Engineering(SOUTH CAMPUS), Mysore(AUTONOMOUS) MANANDAVADI ROAD,MYSORE 570008",Civil Engineering,GM,,10406.8,Mysore,Autonomous,
"E022 The National Institute of Engineering(SOUTH CAMPUS), Mysore(AUTONOMOUS) MANANDAVADI ROAD,MYSORE 570008",Electrical and Electronics Engineering,GM,7057.0,,Mysore,Autonomous,
"E022 The National Institute of Engineering(SOUTH CAMPUS), Mysore(AUTONOMOUS) MANANDAVADI ROAD,MYSORE 570008",Electronics and Communication Engineering,GM,30973.0,39968.5,Mysore,Autonomous,
"E023 P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",Civil Engineering,GM,44516.0,61481.0,Mandya,Autonomous,
"E023 P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",Electronics and Communication Engineering,GM,89263.0,258073.0,Mandya,Autonomous,
"E023 P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",Mechatronics Engineering,GM,29547.0,37756.0,Mandya,Autonomous,
"E024 Malnad College of Engineering, Hassan(AUTONOMOUS) P.B. NO. 21, SALAGAME ROAD,HASSSAN",Civil Engineering,GM,54817.0,65696.0,Hasssan,Autonomous,
"E024 Malnad College of Engineering, Hassan(AUTONOMOUS) P.B. NO. 21, SALAGAME ROAD,HASSSAN",Electronics and Communication Engineering,GM,108467.0,260353.0,Hasssan,Autonomous,
"E024 Malnad College of Engineering, Hassan(AUTONOMOUS) P.B. NO. 21, SALAGAME ROAD,HASSSAN",Mechatronics Engineering,GM,28718.0,32983.0,Hasssan,Autonomous,
"E028 Tontadarya College of Engineering, Gadag MUNDARAGI ROAD ,GADAG - 582101",Artificial Intelligence and Machine Learning,GM,151533.0,207175.0,Gadag,Private,
"E028 Tontadarya College of Engineering, Gadag MUNDARAGI ROAD ,GADAG - 582101",Civil Engineering,GM,64856.0,102728.0,Gadag,Private,
"E028 Tontadarya College of Engineering, Gadag MUNDARAGI ROAD ,GADAG - 582101",Computer Science and Engineering,GM,60918.0,86485.0,Gadag,Private,
"E028 Tontadarya College of Engineering, Gadag MUNDARAGI ROAD ,GADAG - 582101",Computer Science and Engineering (AI & ML),GM,128331.0,257520.0,Gadag,Private,
